address,price,description,bedrooms,bathrooms,latitude,longitude,postcode,property_id
"Oakley Square, Mornington Crescent, London",900,"We are proud to offer this delightful room in a 4 bedroom, 1 bathroom shared flat in a great location. Available to move in from 05 April 2025. Property is offered furnished. Viewing highly reco... ** Property Reference: 2427772 **",1,1,51.5341685,-0.1364937,NW1,e6829f63535aea1eae79accaa7a01e96
"Linden Grove, London",1545,"Attractive, 1 Bedroom Garden Flat, Sydenham (SE26), 1 minute from station (Penge East) Charming refurbished flat, benefitting from its own tranquil garden. Available immediately. Apartment: Brig... ** Property Reference: 2428142 **",1,1,51.4188111,-0.0531084,SE26,89dcf2f9be8d243c40933141abb313fe
"Tendring House, London",750,"We are proud to offer these 4 delightful rooms in a 4 bedroom, 1 bathroom shared house in a great location. Available to move in from 01 April 2025, this property benefits from garden access. Pro... ** Property Reference: 2409475 **",1,1,51.4522757,-0.1127349,SW2,663e67fdae7032307936a8aabb9a2213
"Rupert Street, London",2379,"Prime Location: Situated in the heart of Soho, London, surrounded by top restaurants, luxury brand shops, and vibrant nightlife.Top-Floor Privacy: Enjoy maximum privacy with plenty of sunlight and... ** Property Reference: 2426369 **",1,1,51.5114837,-0.1330537,W1D,1b3add5205dc6512f502b6b9db1750d8
"Lyveden Road, London",2700,"Property Reference Number: 633395. Nestled in the desirable Merton local authority on Lyveden Road, this elegant terraced house in London, SW17 offers refined urban living. This spacious property features three well-proportioned bedrooms and a modern bathroom, ideal for families or professionals ...",3,1,51.4198602,-0.1662958,SW17,fa911358696bf74033f179a00851d47e
"Lees Place, London",8333,"ALSO AVAILABLE FOR LONG-TERM RENT, FOR £1350 p/w - Message to enquire. This exquisite, newly remodelled 2-bedroom apartment in prime Mayfair blends modern luxury with functionality. Located on a... ** Property Reference: 2426023 **",2,1,51.5122871,-0.1541708,W1K,afd6148edc07ddd9eea3c8772b1245df
"Provost St, London",3475,"Beautiful penthouse maisonette with designer interiors featuring a large south-facing terrace with panoramic views, in a secure modern block with concierge in trendy Hoxton, 4min walk to Old St st... ** Property Reference: 2424914 **",2,2,51.5292198,-0.0886477,N1,27f18030d6ee75058330a8dd39b12428
"Lewisham, London",1095,"1 ROOM AVAILABLE in this wonderful HMO (House Of Multiple Occupancy) 1 STUDIO REMAINING @ £1095.00 pcm AVAILABLE MID APRIL 25 Newly renovated studio apartment on Gilmore Road, with access to... ** Property Reference: 2362757 **",0,1,51.457212,-0.0058533,SE13,332074e276bfb32744a80849e95549de
"Perham Road, London",1750,"**IncludingCouncil Tax and Water Rates** Modern Double Studio Flat £ 403.84 Per Week- Modern Studio Flat with Fully Fitted kitchen and bathroom, minutes from West Kensington & Barons Court... ** Property Reference: 2421677 **",0,1,51.4877324,-0.2081634,W14,1bc973b0a8ae71ef282d31aae03915bf
"Trewint Street, London",1461,Gym included | No deposit | New riverside co-living space | Centre of Earlsfield | Fully furnished studio | Cinema | Co-working | Events programme,0,1,51.4396819,-0.1875984,SW18,ce968b661a97ab6d5d748d6e641db7a6
"Gaumont Tower, London",2400,"LARGE AND SPACIOUS apartment located on the SIXTH FLOOR of the popular City development, Dalston Square, E8. Compromising of a GENEROUS living room with laminate floor featuring a OPEN PLAN fully fitted kitchen. Further benefiting from a LARGE ONE DOUBLE BEDROOM with ample space leadin...",1,1,51.5456918,-0.0740406,E8,78c2df24f3b0695e6913d7965dea4b56
"Eastern Quay Apartments, London",2200,Luxurious Property in Docklands/Excel Highly Sought After 2 Bed Property near City Airport EXCEL…lent ::::: PROPERTY ::::: 2 BED ::::: DOCKLANDS ::::: A two double-bedroom apartment with 2 bathroo... ** Property Reference: 2386484 **,2,2,51.5052749,0.0277335,E16,00ee508c2459952e22b032717ae3f39d
"Helion Court, Westferry Road, London",2427,"Reiss-Samuels are delighted to offer to the lettings market this modern and large 2 bed 2 bath apartment with fast links into the City via Dlr, Jubilee, Elizabeth line, Thames clipper and bus, call today to arrange a viewing. Available 2nd September",2,2,51.4925143,-0.0245466,E14,43c29b8561bd418236d6b94738a38e8d
"Tennison Road, London",825,"A comfortable newly refurbished double room is available in a 3-bedroom house in South Norwood, just a 10-minute walk from Selhurst and Norwood Junction stations. We are an LGBTQIA+ friendly house... ** Property Reference: 2425657 **",1,2,51.3933875,-0.0778234,SE25,fc92fcd9fbaf4bc5a0681e32e2cee428
"Nutcroft Road, London",1700,"A tastefully furnished, one-bedroom, ground-floor flat with private garden in a Victorian conversion on a quiet road with plentiful on-street parking for residents with permits.Conveniently locate... ** Property Reference: 2371586 **",1,1,51.4776846,-0.0628691,SE15,3e541247e21fd706be2c9edec1df4fb9
"Sussex House, London",1650,"-A lovely bright spacious one bedroom apartment with roof terrace, in this private purpose built block. -The flat has loads of character and is located in an ideal location, only five minutes wa... ** Property Reference: 2374451 **",1,1,51.5306872,-0.146932,NW1,77e18350f4164ce828fda2fd12891642
"Hill House, London",2195,"New to the market, this modern 1-bedroom apartment sits in a prime London location, offering 24h concierge, security, and professional management. Inside, a dedicated desk area provides an ideal work-from-home setup, while a dishwasher and in-unit washer/dryer add everyday convenience. Complete w...",1,1,51.5650868,-0.1355443,N19,0c12d4a11743c6a7318af64b85daa769
"Sandmere Road, London",2700,"Stylish & Sunlit south facing 2-Bedroom Garden Flat in Clapham – Available mid-April. This neutrally decorated elegant unfurnished 2-bedroom apartment offers a perfect blend of luxury, comfort... ** Property Reference: 2423870 **",2,1,51.4623981,-0.1256985,SW4,d1d008e1b64cece8851f7909dc5ba92b
"Southbury Road, Enfield",2749,Superb 4 Bed Character House – Enfield Town EN1 Description: · 4 bedrooms · Newly refurbished · Fully furnished · Off street parking for 2 cars · Newly pa... ** Property Reference: 2423846 **,4,2,51.6503316,-0.0637674,EN1,927b8973be442f6f20dab349866771f4
"Foulser Road, London",1700,"Charming split-level, first floor flat. Superbly located on a quiet residential street within a two minute walk of Tooting Bec Northern line station and local amenities. Presented with period feat... ** Property Reference: 2335797 **",1,1,51.4340269,-0.1595182,SW17,65d5a08d76ac74adaf75cc5c72ae4a1b
"Commercial Road, London",1895,"Modern, large 1 Bedroom apartment recently decorated with a huge private terrace terrace The apartment compromises of a large open-plan lounge, and a huge terrace, double room and bath room The... ** Property Reference: 1746208 **",1,1,51.5125109,-0.0356623,E14,93a1911957e9054be0898a583553837e
"Fairwater House, London",1800,"Description: Discover this spacious and modern 1 bedroom apartment in the prestigious riverside development of Royal Wharf. This new property features a spacious open-plan kitchen/reception area,... ** Property Reference: 2379703 **",1,1,51.4993184,0.0261767,E16,c56f4ffc5fd31528019792dbcf211e65
"Baquba Building, London",1650,"A lovely one bedroom flat on the 8th floor of the ever popular Silkworks development which is located adjacent to Elverson Road DLR station and within an easy 10 minute walk of Lewisham stations,... ** Property Reference: 2237741 **",1,1,51.4677304,-0.0146579,SE13,deb0a096791ccbe749bf3275ec7a472d
"Dunsmure Road, London",1400,"Stunning Newly Refurbished Studio Flat in the Heart of Stamford Hill! Discover your perfect city retreat in this beautifully refurbished studio flat, ideally located in the vibrant heart of Stamfo... ** Property Reference: 2396319 **",0,1,51.570554,-0.0767342,N16,6402e60e3ea2aea3c04589d2edab30f6
"South Norwood, London",2200,3 Bedroom End of Terraced House To Let Features: END OF TERRACED HOUSE 3 BEDROOMS ON 1st FLOOR 2 RECEPTION ROOMS THROUGHOUT 1 SEPARATE KITCHEN GAS CENTRAL HEATED 1st FLOOR BATHROOM + WC DOWN... ** Property Reference: 2416859 **,3,1,51.39813359999999,-0.0716,SE25,7ec0ec0e74001b93aab7c9defcdbb960
"Alderside Apartments, 35 Salusbury Road",2297,"A stunning ONE BEDROOM apartment situated on the THIRD FLOOR (with lift access) of this development moments away from Queens Park stations. Benefitting from a wealth of amenities including 24 hour concierge, a private balcony and communal gardens, the apartment is finished to a high standard with...",1,1,51.5337871,-0.2038214,NW6,b4a59002acdb97049fd1647853ba6a24
"Waldo Works, London",1950,"Newly Converted Warehouse Flat in Kensal Green Location: Heart of Kensal Green, Zone 2 Availability: Available from 30th April Flat Details: 2 Large Double Bedrooms 2 Modern Bathrooms... ** Property Reference: 2414056 **",2,2,51.54102289999999,-0.2530945,NW10,d8a850146ededf61ba2f9f63533c6007
"Park Village East, London",1950,"SHORT LET - 1 LARGE DOUBLE BEDROOM EN-SUITE IN NW1 MORNINGTON CRESCENT (CAMDEN), FULLY FURNISHED. ALL BILLS INCLUDED. ASKING £1,950 PER MONTH (£450 / WEEK) An attractive and well located very spa... ** Property Reference: 2352684 **",1,2,51.5338974,-0.1437367,NW1,58fee2d156d1447fec310283cd1c2286
"Ferndale Road, London",1750,• Private Garden • Double bedroom • Separate Lounge and Kitchen • Bath with shower attachment in bathroom • 7-minute walk from Clapham North Tube Station • 12-minute walk from Brixton Tube Station... ** Property Reference: 2409200 **,1,1,51.4628518,-0.1238207,SW4,5d29d41a4a5f02079b12124287ccffa0
"Everington Road, London",2550,Catchment of outstanding Coldfall Primary School (0.06 miles) and Fortismere Secondary School (0.35 miles) Walking distance to excellent range of shops and restaurants on Muswell Hill Broadway F... ** Property Reference: 2402638 **,3,2,51.5977656,-0.153883,N10,98175b54678a6ebff29e1b8b197c49cb
"Cygnet House, London",1950,Stunning One Bedroom apartment next to excellent transport links. This fully refurbished modern flat comes with a brand new and fully equipped contemporary kitchen with top of the range applianc... ** Property Reference: 2366214 **,1,1,51.5406285,-0.1833056,NW6,da175e74449e3368b06877185d4e4748
"Cavaye House, London",3500,"This bright and spacious 3 bedroom maisonette is arranged over two floors with flexible accommodation including 3 bedrooms (or 2 bedrooms and study) all with built in wardrobes, a modern family ba... ** Property Reference: 2375869 **",3,1,51.4867248,-0.1802985,SW10,ee9b594e70c363b76806b5193b266979
"Roach Road, London",2675,"RIVERSIDE LIVING. This spacious and light canal-side 2 bedroom, 2 bathroom apartment, overlooks the River Lea, Olympic Park and Stadium. Covered, secure parking is included. It is 5 mins from Hac... ** Property Reference: 2370204 **",2,2,51.5405311,-0.0216625,E3,680c0a8fa63742580a170b1ab0330215
"Widecombe Road, London",1900,"We are proud to offer this delightful 3 bedroom, 1 bathroom terraced house in a great location. Available to move in from 24 March 2025, this property benefits from available parking, a warm fire... ** Property Reference: 2366672 **",3,1,51.4303759,0.0479184,SE9,bea6fa18a1e54d84c391616885528cba
"Turin Street, Bethnal Green",2300,"Located just a short walk from the vibrant Brick Lane and Columbia Road Only 10 minutes' walk to Liverpool Street station Great nearby parks: Weavers Field, Mile End Park, and Victoria Park Excel... ** Property Reference: 2330474 **",2,1,51.5269696,-0.0683068,E2,15c8b56990b91bdbae9f393d165d4a3e
"Adriatic Apartments, 20 Western Gateway, Royal Victoria, London",1750,Available 21st April | 1 Bedrooom 1 Bathroom | Upper Floor with Lift | Fully Furnished | Concierge Service | Residents Gymnasium | Short walk to Royal Victoria DLR and Custom House Elizabeth line | EPC: B,1,1,51.5083633,0.0184187,E16,74f47de1457b0229380059dff95e47a5
"Bridgwater House, Lookout Lane, London",2297,"One bedroom River Facing Apartment in the sought after Bridgwater House,part of the luxurious London City Island development.. Avaialble end of April 2025 The apartment is on the 6th floor with views over the River, and a minutes walk to Canning Town station. The apartment features a s...",1,1,51.5138453,0.0062791,E14,ab0e8f0c7ae31b46f86f951535bf7ecd
"11 Seagull Street, London,1FL",1890,"- Student Friendly - Available from 21 April 2025 - Fully Furnished - Studio This brand-new studio apartment is located on higher floor at Royal Eden Dock, offering an open-c...",1,1,51.5090728,0.0216273,E16,98633d0ee72053fad91449bf364939ca
"Cumberland Mills Square, London",1863,Amazing one bedroom apartment with amazing river views. Situated in exclusive gated development located less than five minutes walk from Island Gardens DLR. Available early April.,1,1,51.4880778,-0.0054543,E14,79a3c7ac2158381569c60cab5860537e
"Water Gardens Square, London",2200,"Hue Homes presents this elegant two-bedroom, two-bathroom apartment in Channel House, SE16, offering modern living in one of Surrey Quays' most desirable developments. Situated within the peaceful and well-maintained Water Gardens Square, the property combines contemporary design with",2,0,51.4987386,-0.04599900000000001,SE16,10fb56bd06aaba884e9f658d46c7519f
